Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
Flavobacterium cheniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	289	72	503	287	216
Flavobacterium sp003497625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	513	135	788	427	361
Flexilinea sp001717545	0	0	0	0	0	0	120785	108654	12131	100772	79715	21057	60982	53773	7209	47126	36577	10549	5486	3632	1854	5247	3068	2179	389	241	148	294	144	150	188092	145874	42218	119744	64879	54865	1353	860	493	670	309	361	28626	19507	9119	16480	8508	7972	56524	50444	6080	37138	27619	9519	29906	17963	11943	20176	8339	11837
Fretibacterium fastidiosum	0	0	0	0	0	0	17447	14887	2560	9625	7060	2565	7746	6453	1293	4576	3260	1316	105	58	47	86	35	51	0	0	0	0	0	0	363	236	127	297	127	170	337	163	174	157	66	91	905	492	413	609	255	354	955	678	277	805	434	371	112	53	59	63	17	46
Fusobacterium animalis	0	0	0	0	0	0	82	60	22	367	266	101	62	44	18	181	121	60	0	0	0	13	0	0	0	0	0	15	0	0	0	0	0	0	0	0	123	71	52	356	166	190	57	33	24	169	83	86	0	0	0	40	21	19	0	0	0	0	0	0
Fusobacterium canifelinum	0	0	0	0	0	0	90	66	24	346	247	99	117	86	31	449	327	122	14	0	0	51	21	30	16	0	10	62	25	37	0	0	0	18	0	0	504	283	221	1539	747	792	280	173	107	919	474	445	31	18	13	129	83	46	0	0	0	0	0	0
Fusobacterium hwasookii	0	0	0	0	0	0	39	26	13	209	152	57	315	224	91	980	694	286	40	19	21	109	47	62	75	43	32	198	77	121	0	0	0	0	0	0	1882	1077	805	4975	2345	2630	527	311	216	1592	786	806	59	40	19	269	148	121	0	0	0	0	0	0
Fusobacterium nucleatum	0	0	0	0	0	0	318	223	95	1400	968	432	493	345	148	1651	1125	526	23	0	14	77	43	34	27	14	13	79	33	46	0	0	0	59	30	29	865	494	371	2272	1124	1148	369	203	166	1254	612	642	55	35	20	216	111	105	0	0	0	30	17	13
Fusobacterium periodonticum	0	0	0	0	0	0	29	19	10	156	116	40	59	41	18	188	137	51	0	0	0	53	21	32	13	0	0	44	22	22	0	0	0	0	0	0	619	350	269	1635	814	821	194	126	68	507	253	254	13	0	0	66	36	30	0	0	0	0	0	0
Fusobacterium polymorphum	0	0	0	0	0	0	115	87	28	431	312	119	241	172	69	723	519	204	20	10	10	42	22	20	13	10	0	26	11	15	35	26	0	114	76	38	284	161	123	828	390	438	141	89	52	442	238	204	11	0	0	75	46	29	0	0	0	16	0	0
Fusobacterium sp000235465	0	0	0	0	0	0	31	24	0	86	61	25	25	19	0	66	50	16	0	0	0	21	10	11	0	0	0	16	0	0	0	0	0	0	0	0	248	157	91	638	316	322	80	54	26	212	96	116	0	0	0	29	18	11	0	0	0	0	0	0
Fusobacterium vincentii	0	0	0	0	0	0	49	32	17	184	127	57	51	35	16	171	120	51	0	0	0	16	0	0	20	17	0	16	0	0	0	0	0	0	0	0	134	79	55	381	183	198	61	37	24	201	106	95	0	0	0	35	20	15	0	0	0	0	0	0
GN02-872 sp003260325	0	0	0	0	0	0	0	0	0	11	0	0	871	675	196	2721	2058	663	0	0	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	42	17	25	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GN02-873 sp003260345	0	0	0	0	0	0	0	0	0	0	0	0	276	215	61	423	337	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella cuniculi	0	0	0	0	0	0	0	0	0	27	20	0	0	0	0	18	14	0	27	18	0	70	41	29	0	0	0	0	0	0	10	10	0	24	10	14	23	11	12	66	32	34	87	58	29	209	107	102	40	34	0	107	87	20	0	0	0	0	0	0
Gemella morbillorum	0	0	0	16	10	0	67	55	12	237	170	67	1464	1204	260	4283	3454	829	532	336	196	1634	988	646	17	14	0	39	18	21	0	0	0	24	17	0	1354	804	550	2977	1465	1512	4094	3095	999	8090	4786	3304	1104	1013	91	2881	2361	520	26	21	0	34	25	0
Gemmobacter sp003509785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288	906	382	491	233	258
Granulicatella adiacens	0	0	0	0	0	0	12	10	0	26	21	0	263	214	49	533	406	127	27	16	11	75	40	35	13	0	0	17	12	0	0	0	0	0	0	0	108	62	46	169	71	98	41	33	0	81	47	34	64	53	11	154	106	48	0	0	0	16	10	0
Granulicatella sp905371865	0	0	0	0	0	0	12	0	0	12	11	0	165	135	30	289	210	79	24	12	12	47	30	17	0	0	0	10	0	0	0	0	0	0	0	0	59	32	27	107	58	49	20	13	0	38	13	25	36	29	0	62	42	20	0	0	0	0	0	0
H1 sp001653155	0	0	0	0	0	0	909	763	146	1260	956	304	1451	1160	291	2000	1536	464	308	170	138	561	243	318	0	0	0	0	0	0	212	183	29	270	153	117	829	424	405	869	367	502	324	209	115	465	211	254	655	497	158	1054	670	384	206	126	80	196	79	117
HOT-345 sp003260355	0	0	0	0	0	0	117	100	17	240	192	48	615	513	102	1176	914	262	33	18	15	92	52	40	0	0	0	12	0	0	0	0	0	0	0	0	36	25	11	43	15	28	53	34	19	96	55	41	10	0	0	30	21	0	0	0	0	10	0	0
HOT-345 sp013333605	0	0	0	0	0	0	0	0	0	24	18	0	385	316	69	838	663	175	0	0	0	12	0	0	18	0	10	37	0	31	0	0	0	0	0	0	99	65	34	170	72	98	59	41	18	111	47	64	0	0	0	10	0	0	0	0	0	0	0	0
Hornefia minuta	0	0	0	0	0	0	39396	33202	6194	52572	39239	13333	11500	9012	2488	15336	10932	4404	1695	941	754	2489	1313	1176	87	46	41	105	43	62	23605	17645	5960	26733	14275	12458	1270	604	666	1390	547	843	5476	3356	2120	6129	2705	3424	15305	12970	2335	19585	13788	5797	13450	7580	5870	14861	5900	8961
Hornefia nodata	0	0	0	0	0	0	388	308	80	952	734	218	186	154	32	464	374	90	43	27	16	95	61	34	0	0	0	14	0	0	194	124	70	458	223	235	19	14	0	42	14	28	101	73	28	134	68	66	113	89	24	234	163	71	52	38	14	54	29	25
Ideonella sp016710065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	391	41	303	204	99	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ideonella sp018780145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3619	3344	275	2130	1541	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhella sp017302655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	619	94	478	298	180	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAAYOR01 sp012520235	0	0	0	0	0	0	289	238	51	193	137	56	95	77	18	79	57	22	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	14	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	22	10	12	0	0	0	0	0	0
JABCPE02 sp013333255	0	0	0	0	0	0	17	13	0	37	31	0	350	296	54	681	555	126	163	93	70	366	211	155	2380	1531	849	3252	1626	1626	0	0	0	0	0	0	2192	1493	699	2755	1505	1250	330	222	108	559	312	247	813	728	85	1421	1146	275	0	0	0	10	0	0
JABCPE02 sp013333875	0	0	0	0	0	0	23	17	0	43	31	12	371	307	64	765	628	137	213	130	83	450	243	207	3217	2061	1156	4612	2268	2344	0	0	0	16	12	0	3245	2169	1076	4041	2147	1894	515	354	161	748	359	389	1153	1061	92	2059	1678	381	0	0	0	0	0	0
JACPAU01 sp016180705	0	0	0	0	0	0	25	20	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	201	24	132	96	36	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	105	13	77	62	15	0	0	0	0	0	0
JACPRY01 sp016193565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	751	88	475	330	145	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janibacter hoylei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	37	33	0	11	0	0	16	15	0	0	0	0	505	457	48	21	14	0	64	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	1222	45	566	465	101	14	0	0	0	0	0
Janthinobacterium sp002250505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	641	22	322	275	47	0	0	0	0	0	0
Janthinobacterium sp002878455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	17	17	35	25	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2369	2270	99	913	737	176	25	20	0	0	0	0
Johnsonella ignava	0	0	0	0	0	0	2832	2425	407	9382	7523	1859	4027	3246	781	9653	7622	2031	508	338	170	1081	678	403	69	33	36	79	33	46	429	288	141	912	522	390	4757	3524	1233	5520	3191	2329	9783	7440	2343	13859	8216	5643	9336	8467	869	17073	13436	3637	221	169	52	337	187	150
Johnsonella sp900766185	0	0	0	0	0	0	995	850	145	2900	2341	559	7293	5879	1414	16720	13153	3567	449	270	179	1149	672	477	37	20	17	55	24	31	18	14	0	47	22	25	707	531	176	906	530	376	1567	1257	310	2025	1293	732	989	869	120	2041	1594	447	38	27	11	50	34	16
Johnsonella sp905373785	0	0	0	0	0	0	386	329	57	1014	815	199	2919	2399	520	6458	5084	1374	229	146	83	522	315	207	14	0	0	30	17	13	0	0	0	16	0	0	391	303	88	488	281	207	1372	1117	255	1650	1075	575	493	432	61	916	720	196	18	15	0	27	16	11
Kaistella haifensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10	0	0	0	0	0	0	0	0	19	15	0	0	0	0	1150	1058	92	902	713	189	0	0	0	0	0	0	0	0	0	0	0	0
Kingella A denitrificans	0	0	0	0	0	0	13	10	0	0	0	0	301	236	65	227	163	64	43	17	26	42	14	28	13	0	0	14	0	0	0	0	0	0	0	0	725	409	316	473	185	288	121	67	54	82	36	46	61	47	14	30	14	16	11	11	0	0	0	0
Kinneretia sp013824165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	485	190	284	113	171
Kinneretia sp015657635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	98	0	87	53	34	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	271	137	238	111	127
Klebsiella grimontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	1089	79	171	131	40	0	0	0	0	0	0	1421	1387	34	1068	900	168	23	21	0	0	0	0
Kocuria palustris	41	25	16	21	0	16	0	0	0	0	0	0	0	0	0	0	0	0	23	18	0	0	0	0	1193	1049	144	513	305	208	36	29	0	10	0	0	115	105	10	12	0	0	599	477	122	195	112	83	17	16	0	12	0	0	81	64	17	43	19	24
Lachnoanaerobaculum gingivalis	0	0	0	0	0	0	37	31	0	102	90	12	116	95	21	290	219	71	30	18	12	108	67	41	0	0	0	0	0	0	0	0	0	30	20	10	35	21	14	52	31	21	37	23	14	64	45	19	31	28	0	103	77	26	0	0	0	0	0	0
Lachnoanaerobaculum saburreum	0	0	0	0	0	0	85	70	15	226	184	42	214	175	39	495	391	104	19	0	13	57	21	36	0	0	0	0	0	0	19	0	10	37	22	15	43	27	16	65	24	41	64	47	17	104	48	56	55	49	0	75	57	18	0	0	0	0	0	0
Lachnoanaerobaculum sp000209465	0	0	0	0	0	0	175	144	31	493	403	90	2823	2142	681	6008	4470	1538	169	96	73	460	245	215	11	0	0	29	10	19	15	0	0	38	18	20	359	211	148	619	298	321	159	120	39	270	147	123	101	82	19	232	167	65	0	0	0	15	0	0
Lacticaseibacillus paracasei	1137	811	326	1132	479	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus cremoris	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	330	305	25	156	121	35	44	41	0	43	26	17	0	0	0	0	0	0	20	14	0	40	17	23
Lactococcus lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	11	11	0	0	0	0	33	32	0	18	15	0	10	0	0	11	10	0	0	0	0	0	0	0	306	232	74	437	237	200
Lampropedia sp003703475	0	0	0	0	0	0	0	0	0	0	0	0	150	110	40	80	47	33	15	11	0	0	0	0	45	30	15	27	11	16	0	0	0	0	0	0	164	110	54	45	24	21	92	63	29	30	16	14	17	12	0	14	0	0	0	0	0	0	0	0
Lautropia dentalis	16	10	0	13	0	0	24	15	0	12	0	0	555	423	132	311	208	103	31	13	18	30	13	17	105	88	17	47	26	21	0	0	0	0	0	0	1353	758	595	509	216	293	260	149	111	114	50	64	242	170	72	221	111	110	11	0	0	0	0	0
Lautropia mirabilis	11	0	0	0	0	0	1234	965	269	596	401	195	36359	29181	7178	18046	12303	5743	1012	502	510	814	333	481	479	243	236	381	127	254	0	0	0	0	0	0	36290	20418	15872	13403	5637	7766	7565	4472	3093	4165	1860	2305	9941	6877	3064	7091	3695	3396	65	45	20	35	16	19
Lawsonella clevelandensis	21	20	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	129	18	150	115	35	3271	2889	382	2371	1681	690	185	174	11	76	50	26	2050	1960	90	211	152	59	610	546	64	235	155	80	75	71	0	57	42	15	1237	944	293	701	356	345
Lelliottia amnigena	7307	5168	2139	4612	1951	2661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lelliottia nimipressuralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	915	27	750	644	106	0	0	0	0	0	0
Leptotrichia A sp000469505	0	0	0	0	0	0	10	0	0	39	23	16	270	215	55	732	555	177	29	15	14	63	34	29	0	0	0	0	0	0	0	0	0	0	0	0	534	307	227	1145	526	619	133	88	45	281	148	133	53	35	18	129	78	51	0	0	0	0	0	0
Leptotrichia A sp001274535	0	0	0	0	0	0	28	22	0	112	84	28	3030	2285	745	7273	5314	1959	66	31	35	214	84	130	14	11	0	42	13	29	16	11	0	36	15	21	3444	1991	1453	7315	3397	3918	663	437	226	1334	638	696	273	208	65	851	492	359	0	0	0	11	0	0
Leptotrichia A sp905371725	0	0	0	0	0	0	10	0	0	39	30	0	1144	886	258	2772	2062	710	31	16	15	80	36	44	0	0	0	0	0	0	0	0	0	0	0	0	862	503	359	1854	888	966	180	125	55	459	232	227	59	42	17	211	128	83	0	0	0	0	0	0
Leptotrichia buccalis	0	0	0	0	0	0	716	490	226	2005	1321	684	622	434	188	1425	972	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	50	34	194	86	108	48	21	27	107	57	50	37	27	10	111	59	52	0	0	0	0	0	0
Leptotrichia hofstadii	0	0	0	0	0	0	50	31	19	137	92	45	146	106	40	300	213	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	45	45	247	114	133	18	13	0	38	18	20	0	0	0	20	11	0	0	0	0	0	0	0
Leptotrichia massiliensis	0	0	0	0	0	0	64	40	24	180	123	57	506	376	130	1190	855	335	20	11	0	38	20	18	0	0	0	0	0	0	0	0	0	0	0	0	270	155	115	675	298	377	31	21	10	92	46	46	12	0	0	64	36	28	0	0	0	0	0	0
Leptotrichia sp013394795	0	0	0	0	0	0	96	72	24	239	160	79	80	54	26	170	127	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	26	25	98	52	46	0	0	0	28	18	10	0	0	0	31	18	13	0	0	0	0	0	0
Leptotrichia trevisanii	0	0	0	0	0	0	118	89	29	312	201	111	119	86	33	255	181	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	36	29	129	63	66	18	11	0	35	14	21	0	0	0	17	13	0	0	0	0	0	0	0
Leuconostoc mesenteroides	435	366	69	460	256	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	19	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc pseudomesenteroides	1782	1391	391	1909	951	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ligilactobacillus acidipiscis	2267	1821	446	1919	1006	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ligilactobacillus excrementavium	427	361	66	343	200	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans sp009923505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	600	59	469	342	127	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysobacter B sp002798295	0	0	0	0	0	0	23	19	0	16	15	0	31	20	11	20	17	0	23	18	0	12	0	0	72	44	28	78	40	38	0	0	0	0	0	0	246	190	56	80	43	37	160	132	28	81	50	31	19	16	0	15	11	0	0	0	0	0	0	0
Malikia spinosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189	827	362	497	219	278
Massilia alkalitolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	440	178	176	76	100
Mesocricetibacter sp905373425	0	0	0	0	0	0	25	18	0	32	25	0	1224	947	277	1832	1340	492	535	258	277	931	463	468	1359	688	671	1916	703	1213	0	0	0	0	0	0	10039	5901	4138	11389	5202	6187	2990	2035	955	3650	1793	1857	544	428	116	899	556	343	0	0	0	0	0	0
Methanobrevibacter A gottschalkii	0	0	0	11	0	0	32	28	0	163	143	20	12	10	0	49	43	0	0	0	0	47	32	15	0	0	0	0	0	0	1402	1287	115	2827	2195	632	13	10	0	20	15	0	74	54	20	162	103	59	116	108	0	287	234	53	66	49	17	173	113	60
Methanobrevibacter A millerae	0	0	0	0	0	0	13	10	0	48	40	0	0	0	0	19	16	0	0	0	0	23	16	0	0	0	0	0	0	0	5161	4867	294	8150	6385	1765	22	14	0	24	19	0	53	37	16	91	64	27	59	54	0	164	131	33	48	40	0	71	42	29
Methanobrevibacter A oralis	0	0	0	0	0	0	117	101	16	645	535	110	135	106	29	483	414	69	453	282	171	1234	765	469	70	54	16	102	50	52	13862	12761	1101	26988	21513	5475	201	152	49	447	243	204	3012	2287	725	6165	3682	2483	3149	2943	206	7533	6121	1412	2207	1735	472	4313	2572	1741
Methanobrevibacter A smithii	0	0	0	0	0	0	0	0	0	20	17	0	0	0	0	12	11	0	0	0	0	15	11	0	0	0	0	0	0	0	895	815	80	2493	1950	543	14	0	0	19	12	0	42	34	0	55	30	25	27	20	0	82	56	26	27	19	0	44	29	15
Methanobrevibacter A sp017434555	0	0	0	0	0	0	0	0	0	34	30	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	972	901	71	1579	1294	285	0	0	0	0	0	0	11	0	0	35	22	13	15	13	0	46	35	11	0	0	0	30	21	0
Methanobrevibacter A sp017459665	0	0	0	0	0	0	0	0	0	54	46	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	235	225	10	440	323	117	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	18	10	0	0	0	0	14	10	0
Methanobrevibacter A sp017468685	0	0	0	0	0	0	21	19	0	72	57	15	0	0	0	19	16	0	0	0	0	0	0	0	0	0	0	0	0	0	715	595	120	1779	1371	408	0	0	0	10	0	0	12	0	0	28	15	13	0	0	0	14	13	0	0	0	0	18	11	0
Methanobrevibacter A sp900314615	0	0	0	0	0	0	11	10	0	34	31	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	131	12	322	256	66	0	0	0	0	0	0	13	10	0	29	16	13	32	30	0	72	61	11	26	22	0	31	19	12
Methanobrevibacter A sp900314695	0	0	0	0	0	0	0	0	0	32	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	221	15	371	256	115	0	0	0	0	0	0	0	0	0	29	13	16	0	0	0	23	20	0	14	11	0	24	15	0
Methanobrevibacter A sp900317865	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	275	50	858	643	215	0	0	0	0	0	0	0	0	0	18	11	0	12	10	0	28	21	0	0	0	0	21	14	0
Methanobrevibacter A sp900319535	0	0	0	0	0	0	0	0	0	37	30	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	279	245	34	907	699	208	0	0	0	0	0	0	26	16	10	64	41	23	23	23	0	69	60	0	24	20	0	34	16	18
Methanobrevibacter A sp900766745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	538	46	1132	899	233	0	0	0	15	0	0	13	10	0	30	20	10	12	12	0	43	30	13	0	0	0	17	12	0
Methanobrevibacter A sp900769095	0	0	0	0	0	0	0	0	0	32	27	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	186	171	15	379	296	83	0	0	0	0	0	0	22	19	0	35	19	16	11	10	0	50	36	14	0	0	0	21	11	10
Methanobrevibacter A sp902764455	0	0	0	0	0	0	12	11	0	24	20	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	741	675	66	1531	1152	379	0	0	0	0	0	0	16	0	0	37	25	12	24	22	0	51	41	10	36	25	11	46	31	15
Methanobrevibacter A sp902783085	0	0	0	0	0	0	0	0	0	27	22	0	0	0	0	12	0	0	0	0	0	17	13	0	0	0	0	0	0	0	362	293	69	898	689	209	0	0	0	11	0	0	20	15	0	46	31	15	23	20	0	56	44	12	21	17	0	45	25	20
Methanobrevibacter A sp902785855	0	0	0	0	0	0	12	10	0	62	58	0	14	12	0	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	366	324	42	824	617	207	0	0	0	11	0	0	26	25	0	46	26	20	26	26	0	80	57	23	25	19	0	34	16	18
Methanobrevibacter A thaueri	0	0	0	0	0	0	30	26	0	109	88	21	11	10	0	31	25	0	0	0	0	0	0	0	0	0	0	0	0	0	379	326	53	761	622	139	0	0	0	0	0	0	27	22	0	37	22	15	16	15	0	51	44	0	17	11	0	35	21	14
Methanobrevibacter A woesei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1824	1645	179	2587	2038	549	18	13	0	26	13	13	34	26	0	59	32	27	40	36	0	68	53	15	10	10	0	37	22	15
